,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8551,8552,15638068,Thompson,507,Spain,Male,32,7,0.0,2,1,0,67926.18,0
8553,8554,15791321,Nwora,682,Spain,Female,58,4,0.0,1,1,0,176036.01,0
8556,8557,15575445,Ferguson,629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0
8561,8562,15744913,Chizoba,788,Spain,Male,36,10,109632.85,1,1,1,16149.13,0
8569,8570,15733460,Martin,622,Spain,Male,36,9,0.0,2,1,1,104852.6,0
8575,8576,15690175,Ball,585,Spain,Male,45,0,0.0,2,0,0,189683.7,0
8582,8583,15637947,Wei,668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0
8588,8589,15742809,Mironova,712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0
8591,8592,15611635,Chu,678,Spain,Female,39,6,0.0,1,0,1,185366.56,0
8592,8593,15638774,Chong,719,Spain,Female,40,9,0.0,2,1,0,182224.14,0
8594,8595,15672930,Palerma,722,Spain,Male,37,9,0.0,2,1,0,31921.95,0
8598,8599,15624424,Palerma,678,Spain,Female,49,1,0.0,2,1,1,102472.9,0
8604,8605,15646942,Meng,786,Spain,Female,39,7,0.0,2,0,0,100929.59,0
8606,8607,15694581,Rawlings,807,Spain,Male,42,5,0.0,2,1,1,74900.9,0
8611,8612,15617029,Young,596,Spain,Female,30,1,0.0,2,1,0,8125.39,0
8616,8617,15725076,Anderson,653,Spain,Female,27,6,107751.68,2,1,1,33389.42,0
8618,8619,15574115,Shaw,656,Spain,Female,41,6,101179.23,2,1,1,35230.61,0
8619,8620,15661830,Lucciano,750,Spain,Female,36,6,0.0,2,1,1,59816.41,0
8629,8630,15577598,Chiang,651,Spain,Male,23,4,115636.05,2,1,0,70400.86,0
8643,8644,15813660,Forlonge,754,Spain,Male,40,2,160625.17,1,0,1,3554.63,0
8644,8645,15605673,Liang,716,Spain,Female,29,8,0.0,2,0,0,78616.92,0
8648,8649,15683053,Reyna,809,Spain,Female,48,2,0.0,1,1,0,160976.85,1
8652,8653,15787204,Howe,774,Spain,Female,43,1,110646.54,1,0,0,108804.28,0
8656,8657,15791342,Johnston,660,Spain,Male,31,1,84560.04,1,1,1,137784.25,0
8659,8660,15770631,Sutherland,730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0
8664,8665,15666332,Donaldson,690,Spain,Female,48,2,0.0,2,1,1,3149.1,0
8668,8669,15687719,She,532,Spain,Female,37,5,0.0,2,0,1,6761.84,0
8669,8670,15799641,Bruno,540,Spain,Male,39,2,0.0,2,1,0,81995.92,0
8690,8691,15756167,Doyne,762,Spain,Female,43,5,134204.67,1,1,1,139971.01,0
8696,8697,15647572,Greece,504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0
8697,8698,15644551,Wimble,751,Spain,Female,37,3,99773.85,2,1,0,54865.92,0
8704,8705,15777586,Moss,784,Spain,Female,42,2,109052.04,2,1,0,6409.55,0
8706,8707,15717770,Marcelo,850,Spain,Female,55,7,0.0,1,0,0,171762.87,1
8711,8712,15673995,Tu,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0
8712,8713,15771054,Barnes,469,Spain,Male,35,5,0.0,2,1,0,186490.37,0
8713,8714,15578788,Bibi,786,Spain,Male,40,6,0.0,2,0,0,41248.8,0
8721,8722,15689671,Packham,775,Spain,Male,27,4,0.0,1,1,1,40807.26,0
8724,8725,15593683,Solomina,668,Spain,Female,30,8,0.0,2,1,0,138465.7,0
8725,8726,15703394,Hawes,633,Spain,Male,27,3,0.0,2,1,0,44008.91,0
8731,8732,15769125,Palerma,727,Spain,Female,41,10,0.0,2,0,1,47468.56,0
8733,8734,15714241,Haddon,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1
8740,8741,15570908,Harding,687,Spain,Female,29,7,93617.07,1,0,1,113050.92,0
8741,8742,15762855,Hill,622,Spain,Female,23,8,0.0,2,1,1,131389.39,0
8742,8743,15661827,Brown,693,Spain,Female,45,4,0.0,2,1,1,26589.56,0
8743,8744,15746035,Pagnotto,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0
8745,8746,15793424,Tan,663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0
8751,8752,15635531,Boag,575,Spain,Female,30,8,0.0,2,1,0,185341.63,0
8752,8753,15632263,Pagnotto,574,Spain,Male,30,5,120355.0,1,1,0,137793.35,0
8755,8756,15697510,Tien,707,Spain,Female,52,7,0.0,1,1,0,109688.82,1
8760,8761,15727819,Hartley,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0
8761,8762,15738088,Parkin,634,Spain,Male,63,10,0.0,2,1,0,30772.86,1
8766,8767,15638159,Trentino,649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0
8773,8774,15589200,Madukaife,617,Spain,Male,34,9,0.0,2,1,0,118749.58,0
8776,8777,15695383,Griffin,567,Spain,Male,44,9,0.0,2,1,0,87677.15,0
8777,8778,15723064,Kistler,603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0
8778,8779,15761606,Law,617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0
8782,8783,15809057,Lu,600,Spain,Female,27,6,0.0,2,1,1,172031.22,0
8787,8788,15572356,Tsai,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0
8790,8791,15691792,Young,416,Spain,Male,35,8,0.0,1,0,0,119712.78,0
8794,8795,15578671,Webb,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1
8795,8796,15716608,Walker,651,Spain,Male,38,2,0.0,3,1,0,67029.82,1
8798,8799,15630349,Hollis,543,Spain,Male,23,5,0.0,2,1,0,117832.39,0
8802,8803,15714642,Hawkins,792,Spain,Female,40,7,0.0,1,1,0,141652.2,0
8805,8806,15758546,Norton,850,Spain,Male,39,8,0.0,2,1,1,37090.44,0
8816,8817,15800806,Pai,685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0
8817,8818,15570485,Udegbunam,558,Spain,Male,40,4,161766.87,1,0,0,92378.54,0
8821,8822,15619953,Efremov,662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0
8823,8824,15578835,Brookes,675,Spain,Female,50,1,133204.91,1,0,1,8270.06,0
8824,8825,15752388,Doyle,643,Spain,Female,35,6,0.0,2,1,1,41549.64,0
8827,8828,15580149,Fowler,638,Spain,Male,41,7,0.0,2,1,0,43889.41,0
8828,8829,15777708,Liao,824,Spain,Female,38,3,0.0,2,1,0,192800.25,0
8835,8836,15589361,Chikwendu,716,Spain,Male,34,9,0.0,1,1,1,66695.71,0
8840,8841,15646969,Anayolisa,776,Spain,Male,33,2,0.0,2,1,1,176921.0,0
8841,8842,15718769,Fallaci,557,Spain,Male,36,1,113110.26,1,1,0,98413.1,0
8843,8844,15616270,Chao,620,Spain,Male,42,4,106920.91,1,0,1,119747.08,0
8844,8845,15790717,Osinachi,695,Spain,Male,35,7,0.0,2,1,0,160387.98,0
8850,8851,15590201,Fiorentini,500,Spain,Female,50,5,0.0,4,1,1,83866.35,1
8852,8853,15752097,Chiazagomekpere,708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0
8854,8855,15630857,Wu,674,Spain,Female,39,6,0.0,2,1,1,9574.83,0
8855,8856,15689953,Toscani,697,Spain,Male,43,10,128226.37,1,0,0,188486.94,0
8858,8859,15668009,Hendley,747,Spain,Male,37,1,0.0,2,0,1,180551.76,0
8863,8864,15781129,Montgomery,687,Spain,Male,38,8,69434.4,2,1,1,66580.13,1
8868,8869,15708357,Chapman,649,Spain,Female,38,8,0.0,1,1,0,103760.53,0
8876,8877,15712807,Robertson,556,Spain,Male,46,3,131764.96,1,1,1,108500.66,1
8877,8878,15696371,Thomas,812,Spain,Female,24,1,92476.88,1,0,0,83247.14,0
8882,8883,15614643,Chifo,731,Spain,Female,39,2,0.0,2,1,0,136737.13,0
8883,8884,15707696,Lu,471,Spain,Female,28,5,0.0,2,1,1,22356.97,0
8885,8886,15815125,Michael,668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0
8891,8892,15790489,Lo Duca,534,Spain,Male,34,5,170600.78,1,0,1,5240.53,0
8893,8894,15612670,Berry,631,Spain,Female,46,10,0.0,2,1,1,129508.96,0
8902,8903,15671973,Chukwuemeka,467,Spain,Male,39,5,0.0,2,1,1,7415.96,0
8904,8905,15737735,Grant,683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1
8906,8907,15797065,Goloubev,613,Spain,Female,32,0,0.0,2,0,1,126675.62,0
8908,8909,15656522,Sutherland,593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0
8909,8910,15705085,Quesada,670,Spain,Female,29,9,0.0,2,1,0,27359.19,0
8932,8933,15700394,Palermo,713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1
8938,8939,15722409,Ritchie,693,Spain,Male,47,8,107604.66,1,1,1,80149.27,0
8944,8945,15752312,Howells,551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0
8945,8946,15616745,Hs?,542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0
8949,8950,15649239,Vasilieva,731,Spain,Male,46,10,0.0,2,1,0,153015.42,0
8953,8954,15592925,Giordano,711,Spain,Male,42,3,177626.77,3,0,1,16392.72,1
8955,8956,15641319,Afanasyeva,518,Spain,Male,50,4,0.0,1,0,0,107112.25,1
8956,8957,15723481,Wright,728,Spain,Male,42,8,0.0,2,0,1,41823.22,0
8964,8965,15649858,Simpson,469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0
8970,8971,15636105,Chung,758,Spain,Male,61,2,0.0,2,1,1,43982.41,0
8972,8973,15718780,Cox,650,Spain,Female,32,4,79450.09,1,1,1,118324.75,0
8974,8975,15697129,Ulyanova,706,Spain,Female,43,1,0.0,2,1,0,31962.77,0
8977,8978,15626628,Tretiakova,631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0
8978,8979,15765857,Genovesi,623,Spain,Male,41,2,142412.13,1,1,0,28778.98,0
8981,8982,15685805,Ginikanwa,673,Spain,Female,35,6,0.0,2,1,0,98618.79,0
8985,8986,15802118,Ignatieff,664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0
8986,8987,15607990,Gallo,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0
8987,8988,15695932,Yelverton,766,Spain,Male,36,5,78381.13,1,0,1,153831.6,0
8995,8996,15580623,Yefremova,573,Spain,Male,28,8,0.0,2,0,0,77660.03,0
8996,8997,15578156,Anenechukwu,615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0
8999,9000,15810910,Royston,702,Spain,Female,38,9,0.0,2,1,1,158527.45,0
9001,9002,15733111,Yeh,688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0
9004,9005,15723153,Wearing,708,Spain,Male,33,3,0.0,2,1,0,138613.21,0
9005,9006,15802823,Maclean,745,Spain,Female,38,7,0.0,2,1,1,194230.82,0
9006,9007,15756118,T'ao,661,Spain,Male,20,8,0.0,1,1,0,110252.53,0
9014,9015,15626383,Tang,596,Spain,Male,60,7,121907.97,1,0,1,30314.04,0
9015,9016,15597385,Siddons,573,Spain,Male,41,5,0.0,2,0,1,14479.29,0
9016,9017,15570271,Wan,577,Spain,Male,31,6,0.0,1,1,1,196395.25,0
9020,9021,15807194,Iweobiegbulam,718,Spain,Male,34,5,113922.44,2,1,0,30772.22,0
9025,9026,15574743,Chiu,577,Spain,Male,29,2,0.0,1,1,1,168924.41,0
9026,9027,15807593,Berry,546,Spain,Female,36,7,85660.96,1,0,0,134778.01,0
9030,9031,15799635,Arbour,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,1
9039,9040,15777614,Webb,545,Spain,Female,44,1,0.0,2,1,1,82614.89,0
9044,9045,15653347,Chiu,560,Spain,Male,47,1,0.0,1,0,0,128882.66,1
9058,9059,15802560,Moran,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0
9062,9063,15753110,McKay,720,Spain,Male,64,3,45752.78,2,1,0,79623.28,1
9069,9070,15777459,Gordon,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1
9070,9071,15656937,Johnston,468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0
9079,9080,15730488,Richmond,516,Spain,Female,27,1,0.0,1,0,1,112311.15,0
9083,9084,15711396,Henderson,427,Spain,Male,40,8,0.0,2,1,1,82870.75,0
9084,9085,15593499,Stevens,686,Spain,Female,47,6,0.0,1,1,0,32080.69,1
9086,9087,15743545,Nworie,647,Spain,Female,29,2,0.0,2,1,0,179032.68,0
9101,9102,15660980,Cairns,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0
9104,9105,15683339,P'eng,656,Spain,Female,34,6,59877.33,1,1,0,14032.62,1
9107,9108,15617434,Yen,655,Spain,Male,38,9,0.0,1,0,1,90490.33,0
9108,9109,15622470,Yeh,772,Spain,Male,41,10,96032.22,1,1,1,75825.57,0
9109,9110,15703682,Kalinina,681,Spain,Male,33,10,0.0,1,0,0,158336.36,0
9118,9119,15804052,Scott,710,Spain,Male,23,6,0.0,2,1,1,134188.11,0
9119,9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1
9120,9121,15796838,Chibugo,703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0
9125,9126,15604138,Iheanacho,749,Spain,Male,34,2,0.0,1,0,0,174189.04,1
9126,9127,15666095,Costa,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1
9127,9128,15643487,Sal,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1
9129,9130,15747288,Ferri,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1
9133,9134,15726776,Donnelly,705,Spain,Male,36,1,111629.29,1,1,1,21807.16,0
9135,9136,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1
9145,9146,15621768,Chukwuhaenye,712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0
9155,9156,15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,0
9156,9157,15679551,Colombo,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1
9158,9159,15568849,Bryan,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0
9164,9165,15767488,Berry,680,Spain,Male,36,7,0.0,2,1,0,20109.21,0
9173,9174,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1
9179,9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0
9184,9185,15716984,Palermo,695,Spain,Female,56,4,0.0,2,1,0,84644.76,0
9188,9189,15778192,Nkemdilim,628,Spain,Male,28,4,0.0,2,1,1,176750.81,0
9192,9193,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0
9196,9197,15771535,Tsui,794,Spain,Female,37,9,0.0,2,1,0,68008.85,0
9203,9204,15774401,Chambers,773,Spain,Male,51,4,0.0,2,0,0,123587.83,1
9210,9211,15792650,Watts,382,Spain,Male,36,0,0.0,1,1,1,179540.73,1
9211,9212,15605531,Daly,457,Spain,Female,38,6,0.0,2,1,0,173219.09,0
9236,9237,15635388,Austin,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0
9240,9241,15723872,Buccho,589,Spain,Female,46,10,0.0,2,0,1,168369.37,0
9243,9244,15815534,Guidry,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0
9247,9248,15650244,Bezrukov,786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0
9248,9249,15648638,Chia,629,Spain,Male,34,6,0.0,2,1,0,190347.72,0
9249,9250,15795747,Sheppard,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0
9250,9251,15607330,Vasilyev,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0
9253,9254,15667321,Cocci,644,Spain,Male,49,10,0.0,2,1,1,145089.64,0
9264,9265,15656351,Laidley,414,Spain,Male,60,3,0.0,2,1,1,93844.82,0
9268,9269,15785183,Chukwuebuka,596,Spain,Male,29,2,0.0,2,1,1,1591.19,0
9271,9272,15774285,Kentish,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0
9274,9275,15793425,Watt,560,Spain,Female,33,9,0.0,1,0,1,183358.21,0
9282,9283,15799435,Hayes,619,Spain,Male,34,1,0.0,1,1,0,139919.38,0
9285,9286,15713632,Ham,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0
9301,9302,15583857,Siciliano,623,Spain,Female,43,4,123536.52,2,0,0,154908.52,0
9303,9304,15741403,Amechi,698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0
9310,9311,15733032,Butler,651,Spain,Male,47,2,0.0,2,1,1,119808.64,0
9318,9319,15611786,Tsui,668,Spain,Female,69,9,0.0,1,0,1,134483.07,0
9321,9322,15686099,Ruse,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1
9325,9326,15786389,Chuang,635,Spain,Female,41,10,0.0,2,1,1,61994.2,0
9327,9328,15624715,Ma,593,Spain,Female,40,2,0.0,1,1,1,5194.95,0
9329,9330,15572073,Yao,663,Spain,Male,35,5,0.0,2,1,1,62634.94,0
9334,9335,15777217,Somadina,641,Spain,Male,25,10,0.0,2,1,1,180808.39,0
9339,9340,15722845,Meldrum,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0
9347,9348,15802809,Vidal,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,0
9350,9351,15689344,Montgomery,615,Spain,Male,42,4,0.0,3,0,1,120321.09,0
9353,9354,15693926,Pan,670,Spain,Male,37,0,178742.71,1,1,1,194493.57,0
9355,9356,15621870,Hawkins,739,Spain,Female,40,8,0.0,1,1,0,167030.51,0
9363,9364,15749114,Bailey,634,Spain,Male,35,3,0.0,2,1,1,19515.48,0
9369,9370,15795458,McMillan,718,Spain,Female,39,2,0.0,1,1,1,52138.49,0
9373,9374,15807457,Abernathy,641,Spain,Female,36,1,0.0,2,1,0,102021.39,0
9374,9375,15632538,Watson,658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0
9378,9379,15762682,Mitchell,709,Spain,Female,35,1,111827.27,2,1,0,12674.68,0
9379,9380,15626042,Webb,690,Spain,Female,26,2,0.0,2,1,1,93255.85,0
9381,9382,15756148,Nnanna,765,Spain,Male,45,2,91549.78,1,1,1,47139.44,0
9388,9389,15707138,Nagy,679,Spain,Male,39,5,0.0,2,1,1,100060.54,0
9391,9392,15639665,Herbert,846,Spain,Male,61,0,0.0,2,1,1,96202.44,0
9392,9393,15571065,Lehr,532,Spain,Female,39,0,0.0,2,1,0,94977.3,0
9396,9397,15763065,Palerma,700,Spain,Female,40,2,0.0,2,1,0,199753.97,0
9404,9405,15792232,Moss,595,Spain,Female,43,5,0.0,2,0,0,105149.8,0
9407,9408,15652835,Liang,419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0
9409,9410,15591150,Nwebube,570,Spain,Male,34,10,0.0,2,0,1,183387.12,0
9414,9415,15632280,Toth,544,Spain,Female,53,9,0.0,1,1,0,125692.07,1
9417,9418,15656829,Hughes,577,Spain,Female,33,6,0.0,2,1,0,57975.8,0
9418,9419,15643794,Bennett,639,Spain,Female,27,2,0.0,1,1,1,82938.99,0
9423,9424,15757385,Milne,578,Spain,Female,28,8,161592.76,1,1,0,177834.79,0
9425,9426,15683977,Owens,687,Spain,Female,72,4,0.0,2,1,1,50267.69,0
9426,9427,15675518,Charlton,499,Spain,Female,53,1,75225.53,2,0,0,144849.1,1
9427,9428,15584812,Overby,693,Spain,Female,39,0,0.0,2,0,0,81901.6,0
9431,9432,15598948,DeRose,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0
9434,9435,15733229,Rodriguez,638,Spain,Female,34,7,0.0,2,0,0,3946.29,0
9440,9441,15584156,Siciliani,593,Spain,Male,27,10,0.0,3,0,0,94620.0,1
9445,9446,15731951,Reilly,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1
9451,9452,15571586,Briggs,524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1
9455,9456,15603481,Robinson,689,Spain,Female,55,4,0.0,2,1,1,58442.25,0
9460,9461,15581089,Knight,744,Spain,Male,35,7,0.0,2,1,1,43036.6,0
9462,9463,15737385,Curtis,800,Spain,Female,46,6,0.0,2,1,0,171928.04,0
9467,9468,15734850,Milanesi,676,Spain,Male,36,1,82729.49,1,1,0,113810.12,0
9473,9474,15690733,Angelo,608,Spain,Male,45,4,0.0,2,0,0,36697.48,1
9479,9480,15596212,Yang,781,Spain,Male,35,1,0.0,2,0,0,42117.9,0
9481,9482,15613787,Chidubem,505,Spain,Male,35,8,116932.59,1,1,0,91092.84,0
9485,9486,15656319,Toscano,850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0
9487,9488,15672574,Uspenskaya,850,Spain,Female,32,5,0.0,1,1,1,3830.59,0
9488,9489,15659355,McKenzie,671,Spain,Male,32,6,123912.78,2,1,1,146636.44,0
9500,9501,15645600,Obidimkpa,739,Spain,Female,27,8,98926.4,1,1,1,106969.98,0
9502,9503,15686743,Moody,790,Spain,Male,29,3,46057.96,2,1,1,189777.66,0
9508,9509,15618950,Lo Duca,644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0
9515,9516,15792922,Tu,639,Spain,Male,38,9,130233.14,1,1,1,81861.1,0
9521,9522,15660636,Carpenter,540,Spain,Female,40,8,0.0,2,1,0,3560.0,0
9534,9535,15795488,Beneventi,773,Spain,Male,52,2,0.0,2,1,0,57337.79,0
9535,9536,15581551,Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0
9542,9543,15621140,Nwebube,644,Spain,Male,37,9,0.0,2,1,1,96442.86,0
9545,9546,15570073,Marian,721,Spain,Male,57,1,0.0,1,1,1,195940.96,0
9549,9550,15772604,Chiemezie,578,Spain,Male,36,1,157267.95,2,1,0,141533.19,0
9558,9559,15801411,Green,623,Spain,Male,46,4,0.0,1,1,0,5549.11,1
9559,9560,15761706,Y?an,705,Spain,Female,39,8,144102.32,1,1,1,11682.36,0
9564,9565,15720083,Fiorentino,554,Spain,Male,42,1,0.0,2,0,1,183492.9,0
9569,9570,15643523,Power,710,Spain,Female,30,10,0.0,2,1,0,19500.1,0
9571,9572,15716085,Norris,739,Spain,Female,41,8,0.0,1,1,0,191694.77,1
9572,9573,15641688,Collier,644,Spain,Male,18,7,0.0,1,0,1,59645.24,1
9574,9575,15720123,Hudson,554,Spain,Male,37,3,0.0,2,1,0,166177.3,0
9583,9584,15729019,Arcuri,602,Spain,Male,34,8,98382.72,1,1,0,39542.0,0
9585,9586,15610557,McCarthy,695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0
9591,9592,15649211,Fokina,708,Spain,Male,40,8,83015.71,1,1,0,101089.76,0
9608,9609,15638247,Boan,700,Spain,Male,44,9,0.0,2,1,0,142287.65,0
9611,9612,15586522,Hunter,608,Spain,Male,37,2,130461.02,1,1,0,21967.15,0
9615,9616,15664860,Chao,692,Spain,Female,47,3,0.0,2,1,0,150802.41,1
9616,9617,15664539,Bruce,683,Spain,Male,35,9,61172.04,1,0,0,82951.12,0
9620,9621,15620557,Ni,561,Spain,Male,37,4,101470.29,1,0,1,88838.14,0
9626,9627,15665158,Chukwuemeka,813,Spain,Male,27,1,137275.36,1,0,1,115733.16,0
9627,9628,15689322,Bevan,641,Spain,Male,31,3,153316.14,1,1,0,59927.99,0
9629,9630,15601977,Burgoyne,497,Spain,Male,44,2,121250.04,1,0,1,79691.4,0
9639,9640,15650924,Foster,761,Spain,Female,32,4,103515.39,2,1,1,177622.38,0
9642,9643,15579820,Robertson,704,Spain,Male,38,6,106687.76,1,1,0,173776.5,0
9646,9647,15603111,Muir,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,1
9650,9651,15646168,Ifeatu,834,Spain,Male,33,5,0.0,2,1,0,66285.18,0
9654,9655,15773098,Ch'in,834,Spain,Male,34,5,0.0,2,0,0,53437.1,0
9662,9663,15660611,Gallo,748,Spain,Male,39,3,0.0,2,1,1,123998.52,0
9666,9667,15781689,Macadam,758,Spain,Male,35,5,0.0,2,1,0,95009.6,0
9668,9669,15752467,Johnson,720,Spain,Male,34,3,0.0,2,1,1,77047.78,0
9675,9676,15638621,Simmons,735,Spain,Male,39,1,60374.98,1,1,0,40223.74,0
9678,9679,15718064,Chia,635,Spain,Male,29,2,0.0,2,0,0,117173.8,0
9681,9682,15607301,Romano,651,Spain,Female,63,8,129968.67,1,1,1,11830.53,0
9692,9693,15693690,Iweobiegbunam,574,Spain,Male,52,7,115532.52,1,1,0,196257.67,0
9700,9701,15797149,Lloyd,563,Spain,Female,36,4,143680.47,2,1,1,63531.19,0
9701,9702,15636912,Sneddon,678,Spain,Male,38,3,124483.53,1,1,0,126253.31,0
9702,9703,15687828,Gorshkov,644,Spain,Female,31,5,86006.3,1,1,1,73922.95,0
9705,9706,15572374,Hopetoun,733,Spain,Male,36,1,0.0,2,0,1,108377.82,0
9714,9715,15681274,Marshall,726,Spain,Female,56,2,105473.74,1,1,1,46044.7,0
9715,9716,15762573,Bednall,680,Spain,Female,34,7,0.0,2,1,0,98949.85,0
9717,9718,15654222,Ogg,757,Spain,Male,30,3,145396.49,1,0,1,198341.15,0
9718,9719,15704053,T'ang,710,Spain,Male,62,3,131078.42,2,1,0,119348.76,1
9726,9727,15662494,Goliwe,773,Spain,Male,43,7,138150.57,1,1,1,177357.16,0
9732,9733,15622192,Young,724,Spain,Male,39,3,0.0,2,0,1,95562.81,0
9736,9737,15644103,Wells,659,Spain,Male,78,2,151675.65,1,0,1,49978.67,0
9737,9738,15741197,Calzada,710,Spain,Male,22,8,0.0,3,1,0,107292.91,0
9754,9755,15572114,Shih,673,Spain,Male,40,1,121629.22,1,1,1,3258.6,0
9756,9757,15662698,Ko,648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1
9771,9772,15771323,Panicucci,480,Spain,Male,39,5,121626.9,1,1,1,82438.13,0
9779,9780,15712568,Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0
9790,9791,15658211,Morrison,559,Spain,Female,39,2,0.0,2,1,1,121151.1,0
9792,9793,15787168,Y?,819,Spain,Female,28,8,168253.21,1,1,1,102799.14,0
9794,9795,15659364,Thompson,685,Spain,Male,23,5,164902.43,1,0,0,141152.28,0
9797,9798,15721383,Harvey,627,Spain,Male,40,10,0.0,2,1,1,194792.42,0
9800,9801,15640507,Li,762,Spain,Female,35,3,119349.69,3,1,1,47114.18,1
9801,9802,15578878,Hancock,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0
9806,9807,15648272,Medvedeva,658,Spain,Male,35,9,71829.34,1,1,1,68141.92,0
9810,9811,15705994,Udinese,712,Spain,Male,27,10,0.0,1,1,0,94544.88,0
9813,9814,15691170,Vasilyeva,590,Spain,Female,29,10,99250.08,1,1,1,129629.41,0
9816,9817,15649508,Chin,643,Spain,Male,48,8,0.0,2,1,0,174729.3,0
9817,9818,15812611,Lorimer,690,Spain,Female,30,5,0.0,2,0,1,78700.03,0
9821,9822,15629793,Banks,652,Spain,Male,28,8,156823.7,2,1,0,198251.52,0
9826,9827,15686917,Tu,789,Spain,Female,40,4,0.0,2,1,0,137402.27,0
9827,9828,15807312,Hsia,602,Spain,Male,33,5,0.0,2,0,1,64038.34,0
9840,9841,15607877,Maclean,576,Spain,Male,26,8,0.0,2,0,1,34101.06,0
9842,9843,15746704,Jibunoh,638,Spain,Male,30,9,136808.53,2,1,1,106642.97,0
9845,9846,15664035,Parsons,590,Spain,Female,38,9,0.0,2,1,1,148750.16,0
9846,9847,15596405,Udinese,546,Spain,Male,25,7,127728.24,2,1,1,105279.74,0
9848,9849,15762708,Chiemezie,619,Spain,Female,38,10,119658.49,1,1,1,8646.58,0
